mode,load,0_densenet161-8,1_densenet169-4,2_mobilenet_v3_small-16
mps-uncap,0.8,308.10788154602045,280.3622126579279,1338.7379455566406
mps-uncap,0.9,883.9170598983765,2511.936650276184,8514.025392532349
mps-uncap,1.0,6953.898048400879,7446.972765922546,13342.24534034729
mps-uncap,0.5,82.21709728240971,65.85319757461552,22.07350730895996
mps-uncap,0.6,112.28671312332129,94.35765266418503,43.14305782318115
mps-uncap,0.7,174.07059669494618,136.42334938049314,137.74440526962275
mps-uncap,0.1,30.85068464279171,28.482131958007802,13.336896896362305
mps-uncap,0.2,30.782871246337894,27.26496934890748,13.424377441406252
mps-uncap,0.3,34.66920852661132,32.44067907333374,13.548088073730414
mps-uncap,0.4,53.05426597595207,51.50383949279782,17.981116771697973
