mode,load,0_densenet161-8,1_densenet169-4,2_mobilenet_v3_small-16
mps-uncap,0.8,21.179676055908203,20.294189453125,7.308483123779297
mps-uncap,0.9,22.35269546508789,20.456790924072266,9.027957916259766
mps-uncap,1.0,21.52705192565918,18.789052963256836,12.240409851074219
mps-uncap,0.5,21.320819854736328,21.481990814208984,8.445501327514648
mps-uncap,0.6,21.076440811157227,22.084474563598633,7.5168609619140625
mps-uncap,0.7,21.765470504760742,21.240711212158203,7.379770278930664
mps-uncap,0.1,32.08160400390625,32.15789794921875,11.720418930053711
mps-uncap,0.2,29.787302017211914,31.288623809814453,10.221242904663086
mps-uncap,0.3,28.362035751342773,28.04255485534668,9.849309921264648
mps-uncap,0.4,25.91562271118164,21.41284942626953,10.426044464111328
