mode,load,0_densenet161-8,1_densenet169-4,2_mobilenet_v3_small-16
mps-uncap,0.8,365.5686378479004,356.0755252838135,1383.4919929504395
mps-uncap,0.9,972.6834297180176,2641.6025161743164,8654.117345809937
mps-uncap,1.0,7010.295629501343,7616.750955581665,13436.304330825806
mps-uncap,0.5,144.2723274230957,104.79092597961426,40.07434844970703
mps-uncap,0.6,166.23711585998535,191.74861907958984,69.52500343322754
mps-uncap,0.7,243.4694766998291,214.25652503967285,169.41046714782715
mps-uncap,0.1,71.73991203308105,54.781436920166016,34.06119346618652
mps-uncap,0.2,70.62792778015137,66.75410270690918,36.318302154541016
mps-uncap,0.3,68.78471374511719,59.81111526489258,35.893917083740234
mps-uncap,0.4,99.33638572692871,111.8321418762207,36.71669960021973
