mode,load,0_densenet161-8,1_densenet169-4,2_mobilenet_v3_small-16
mps-uncap,0.8,16.86835289001465,17.08531379699707,4.259347915649414
mps-uncap,0.9,16.748785972595215,17.164945602416992,4.273653030395508
mps-uncap,1.0,16.75891876220703,16.86692237854004,4.183769226074219
mps-uncap,0.5,17.01188087463379,17.44866371154785,4.26173210144043
mps-uncap,0.6,16.774773597717285,17.47441291809082,4.1942596435546875
mps-uncap,0.7,16.76344871520996,17.082929611206055,4.226446151733398
mps-uncap,0.1,19.575953483581543,19.510507583618164,8.888959884643555
mps-uncap,0.2,17.95816421508789,18.574237823486328,5.751609802246094
mps-uncap,0.3,17.609834671020508,17.47310161590576,4.733085632324219
mps-uncap,0.4,17.17066764831543,17.29750633239746,4.411816596984863
