mode,load,0_densenet161-8,1_densenet169-4,2_mobilenet_v3_small-16
mps-uncap,0.8,16.340017318725586,16.761064529418945,4.121303558349609
mps-uncap,0.9,16.29471778869629,16.956090927124023,4.09245491027832
mps-uncap,1.0,16.440153121948242,16.588211059570312,4.04667854309082
mps-uncap,0.5,16.457319259643555,16.822099685668945,4.059791564941406
mps-uncap,0.6,16.29018783569336,16.956806182861328,4.0454864501953125
mps-uncap,0.7,16.399383544921875,16.59679412841797,4.079341888427734
mps-uncap,0.1,16.581058502197266,17.020225524902344,4.240512847900391
mps-uncap,0.2,16.330957412719727,16.806602478027344,4.075050354003906
mps-uncap,0.3,16.45636558532715,16.591787338256836,4.115819931030273
mps-uncap,0.4,16.340017318725586,16.638994216918945,4.136323928833008
