mode,load,0_densenet161-8,1_densenet169-4,2_mobilenet_v3_small-16
mps-uncap,0.8,19.940519332885742,19.578099250793457,5.660533905029297
mps-uncap,0.9,21.049792766571045,18.262882232666016,7.028667926788329
mps-uncap,1.0,19.64406967163086,18.110232353210446,6.417717933654799
mps-uncap,0.5,20.378108024597168,19.638352394104007,7.233464717864987
mps-uncap,0.6,19.906742572784424,20.056724548339844,6.0717010498046875
mps-uncap,0.7,20.20153999328613,19.715957641601562,5.881006717681884
mps-uncap,0.1,30.758166313171383,31.136963367462158,10.148167610168457
mps-uncap,0.2,28.991670608520508,30.552892684936527,9.57263469696045
mps-uncap,0.3,20.76783180236816,21.092615127563505,8.10517311096191
mps-uncap,0.4,20.395660400390618,19.63433265686035,7.309496402740477
