mode,load,0_efficientnet_b5-32,1_squeezenet1_0-8,2_vgg16-8
mps-uncap,0.6,29.841184616088867,1.886606216430664,5.705833435058594
mig,0.6,60.81581115722656,4.979610443115234,19.204378128051758
mps-uncap,0.7,29.947996139526367,1.8699169158935547,5.690097808837891
mig,0.7,60.80341339111328,4.98199462890625,19.250154495239258
mps-uncap,0.8,30.79819679260254,1.8467903137207031,5.664825439453125
mig,0.8,60.58359146118164,5.003690719604492,19.227266311645508
mps-uncap,0.9,30.718564987182617,1.867055892944336,5.711555480957031
mig,0.9,61.1569881439209,5.00941276550293,19.285917282104492
mps-uncap,1.0,36.66114807128906,3.492116928100586,6.783485412597656
mig,1.0,61.4931583404541,5.0945281982421875,19.332170486450195
mps-uncap,1.1,36.46063804626465,2.151012420654297,6.824493408203125
mig,1.1,61.77663803100586,5.096197128295898,19.757509231567383
mps-uncap,1.2,38.79380226135254,1.9574165344238281,6.114006042480469
mig,1.2,61.6912841796875,5.133628845214844,19.51432228088379
mps-uncap,1.3,42.218685150146484,9.319305419921875,7.137298583984375
mig,1.3,61.79380416870117,5.108356475830078,19.40608024597168
