mode,load,0_efficientnet_b5-32,1_squeezenet1_0-8,2_vgg16-8
mps-uncap,0.6,51.63817405700683,8.993005752563477,12.375974655151367
mig,0.6,64.42646980285645,5.91278076171875,20.329904556274414
mps-uncap,0.7,55.9814214706421,9.87405776977539,13.459324836730957
mig,0.7,64.52877521514893,5.913829803466797,20.481300354003906
mps-uncap,0.8,57.92815685272218,10.27836799621582,13.860774040222166
mig,0.8,64.75567817687988,5.894660949707031,20.457887649536133
mps-uncap,0.9,61.150979995727546,10.80765724182129,14.364838600158691
mig,0.9,65.01412391662598,5.915117263793946,20.54133415222168
mps-uncap,1.0,64.95404243469238,11.655449867248535,14.56317901611328
mig,1.0,65.46201705932619,5.938529968261719,20.64502239227295
mps-uncap,1.1,67.86293983459473,12.654304504394533,14.662742614746094
mig,1.1,65.41130542755127,5.906605720520021,20.641446113586426
mps-uncap,1.2,69.18857097625732,13.753056526184077,14.831304550170898
mig,1.2,65.45281410217285,5.841732025146484,20.575475692749023
mps-uncap,1.3,69.83704566955566,14.163470268249505,14.826416969299316
mig,1.3,66.00914001464844,5.9856414794921875,20.754003524780273
