mode,load,0_efficientnet_b5-32,1_squeezenet1_0-8,2_vgg16-8
mps-uncap,0.6,40.1688814163208,3.6699771881103516,7.453799247741699
mig,0.6,62.294960021972656,5.141973495483398,19.50836181640625
mps-uncap,0.7,42.70350933074951,3.8280487060546875,8.583903312683105
mig,0.7,62.28768825531006,5.15437126159668,19.53911781311035
mps-uncap,0.8,45.54176330566406,4.041910171508789,9.20259952545166
mig,0.8,62.66629695892334,5.189418792724609,19.624948501586914
mps-uncap,0.9,47.76930809020996,4.258632659912109,9.67562198638916
mig,0.9,63.11345100402832,5.235910415649414,19.751310348510742
mps-uncap,1.0,50.072669982910156,5.48398494720459,10.1776123046875
mig,1.0,63.57717514038086,5.287647247314453,19.8822021484375
mps-uncap,1.1,53.0322790145874,6.542444229125977,10.365128517150879
mig,1.1,63.649892807006836,5.297183990478516,19.906282424926758
mps-uncap,1.2,54.8931360244751,9.244799613952637,10.6201171875
mig,1.2,63.6368989944458,5.297183990478516,19.895553588867188
mps-uncap,1.3,57.75594711303711,9.632349014282227,10.680317878723145
mig,1.3,63.86852264404297,5.290508270263672,19.905805587768555
