mode,load,0_efficientnet_b5-32,1_squeezenet1_0-8,2_vgg16-8
mps-uncap,0.6,44.79682445526123,5.236387252807617,8.136868476867676
mig,0.6,83.79054069519043,7.221698760986328,26.9317626953125
mps-uncap,0.7,54.55577373504639,7.421970367431641,9.673714637756348
mig,0.7,106.67657852172852,9.052038192749023,33.414363861083984
mps-uncap,0.8,64.933180809021,15.099406242370605,10.69188117980957
mig,0.8,117.57612228393555,11.924147605895996,42.12307929992676
mps-uncap,0.9,84.3198299407959,78.22394371032715,12.147188186645508
mig,0.9,272.9705572128296,21.212100982666016,65.78421592712402
mps-uncap,1.0,147.3710536956787,7042.8760051727295,14.333009719848633
mig,1.0,1607.5048446655273,214.89405632019043,834.2338800430298
mps-uncap,1.1,204.92172241210938,14875.85973739624,15.439987182617188
mig,1.1,6969.99979019165,4006.6869258880615,4712.532043457031
mps-uncap,1.2,2635.676383972168,21751.24454498291,18.449783325195312
mig,1.2,7620.813727378845,7113.678574562073,7148.449182510376
mps-uncap,1.3,6236.69958114624,24429.92329597473,20.47276496887207
mig,1.3,9751.238346099854,10196.57301902771,10275.883913040161
