mode,load,0_efficientnet_b5-32,1_squeezenet1_0-8,2_vgg16-8
mps-uncap,0.6,69.01144981384277,19.157886505126953,17.511844635009766
mig,0.6,69.32353973388672,11.827945709228516,22.561311721801758
mps-uncap,0.7,69.0162181854248,20.93052864074707,19.392967224121094
mig,0.7,73.20380210876465,9.137630462646484,25.953054428100586
mps-uncap,0.8,72.30997085571289,21.007299423217773,18.90420913696289
mig,0.8,66.96033477783203,13.904094696044922,22.59087562561035
mps-uncap,0.9,73.49562644958496,21.06189727783203,21.203279495239258
mig,0.9,70.12343406677246,13.184785842895508,23.674488067626953
mps-uncap,1.0,73.34518432617188,21.976232528686523,19.07658576965332
mig,1.0,72.89648056030273,10.59722900390625,24.713516235351562
mps-uncap,1.1,74.51605796813965,19.7446346282959,19.19245719909668
mig,1.1,73.51160049438477,18.644332885742188,28.60283851623535
mps-uncap,1.2,73.99773597717285,21.233797073364258,18.921375274658203
mig,1.2,73.09365272521973,13.666629791259766,25.59518814086914
mps-uncap,1.3,75.41751861572266,21.231651306152344,18.503189086914062
mig,1.3,73.93407821655273,12.781620025634766,26.807785034179688
