mode,load,0_efficientnet_b5-32,1_squeezenet1_0-8,2_vgg16-8
mps-uncap,0.6,41.26086235046385,11.23032569885254,5.754351615905761
mig,0.6,128.3714771270752,10.763788223266602,40.181398391723675
mps-uncap,0.7,63.12758922576907,23.72341156005861,8.862137794494629
mig,0.7,191.27275943756106,15.9639596939087,50.90699195861815
mps-uncap,0.8,96.16167545318609,69.95625495910645,11.104607582092285
mig,0.8,239.91677761077884,26.57294273376465,100.05593299865727
mps-uncap,0.9,158.28394889831546,474.2595672607423,13.474225997924805
mig,0.9,711.2112760543824,58.34064483642583,150.33202171325686
mps-uncap,1.0,340.9757614135742,12938.977479934692,18.909120559692376
mig,1.0,2274.637603759766,333.33492279052734,1252.6869773864746
mps-uncap,1.1,574.0413904190067,26991.904830932617,25.162577629089355
mig,1.1,9777.46605873108,8185.016965866089,7924.5887994766235
mps-uncap,1.2,6372.436332702637,40001.8278837204,31.23116493225098
mig,1.2,13324.498295783997,13115.822315216064,14388.70587348938
mps-uncap,1.3,12966.261672973633,44193.39914321899,38.004302978515646
mig,1.3,16899.968576431278,18971.724128723145,18745.00288963318
