mode,load,0_efficientnet_b5-32,1_squeezenet1_0-8,2_vgg16-8
mps-uncap,0.6,148.47980737686157,40.81816673278807,26.36010885238652
mig,0.6,304.83635902404785,29.9750804901123,104.04408454895018
mps-uncap,0.7,183.37568998336747,62.70060539245603,32.782316207885735
mig,0.7,390.28990745544365,40.078067779541044,121.85482978820805
mps-uncap,0.8,229.03241634368902,209.22736644744865,37.1561098098755
mig,0.8,488.9029288291931,64.90999460220337,212.71089553833025
mps-uncap,0.9,334.004740715027,873.7764263153076,42.746734619140625
mig,0.9,1478.2500195503223,104.93281364440917,303.6452388763428
mps-uncap,1.0,599.3995189666756,13827.37488746643,57.08431243896479
mig,1.0,2663.0905342102055,458.2288265228271,1713.394379615784
mps-uncap,1.1,935.803401470184,28569.435648918152,65.08880853652954
mig,1.1,10545.996108055118,8862.661826610565,8809.449982643127
mps-uncap,1.2,7684.308178424835,43733.4162068367,72.1708583831787
mig,1.2,15471.562230587004,14561.20129823684,15990.243964195244
mps-uncap,1.3,15520.330572128296,49050.1473736763,79.91480827331542
mig,1.3,19254.490499496464,21016.21168136597,20802.72213459015
