mode,load,0_resnet18-32,1_alexnet-4,2_densenet201-2
mps-uncap,1.0,7.247781753540039,2.8336048126220703,26.436614990234375
mig,1.0,10.236811637878418,1.8744468688964844,20.526647567749023
