mode,load,0_resnet18-32,1_alexnet-4,2_densenet201-2
mps-uncap,1.0,5.662679672241211,0.7805824279785156,21.345138549804688
mig,1.0,8.768558502197266,1.6093254089355469,20.26057243347168
