mode,load,0_resnet18-32,1_alexnet-4,2_densenet201-2
mps-uncap,1.0,7.247638702392579,2.8333663940429688,26.436376571655273
mig,1.0,10.236740112304688,1.8744468688964844,20.526480674743652
