mode,load,0_resnet18-32,1_alexnet-4,2_densenet201-2
mps-uncap,1.0,7.944483757019043,3.4377574920654297,27.335240840911858
mig,1.0,11.412577629089354,2.0585060119628906,21.701405048370365
