mode,load,0_efficientnet_b5-4,1_efficientnet_b7-4,2_resnet152-16
mps-uncap,0.8,22.210454940795902,32.44609832763672,23.57935905456543
mps-uncap,0.9,19.551682472229004,31.54733180999756,25.6744384765625
mps-uncap,1.0,22.107982635498047,27.910399436950684,25.8558988571167
mps-uncap,0.5,20.233249664306644,26.541471481323242,24.36065673828125
mps-uncap,0.6,20.888471603393555,26.63400173187256,24.915456771850586
mps-uncap,0.7,21.8505859375,31.57467842102051,23.443937301635742
mps-uncap,0.1,28.354525566101074,37.776947021484375,29.87914085388184
mps-uncap,0.2,26.47864818572998,29.29210662841797,23.912549018859863
mps-uncap,0.3,20.75648307800293,26.839447021484375,22.287845611572266
mps-uncap,0.4,20.43905258178711,28.490066528320312,22.11604118347168
