mode,load,0_efficientnet_b5-4,1_efficientnet_b7-4,2_resnet152-16
mps-uncap,0.8,15.130281448364258,20.831584930419922,14.804363250732422
mps-uncap,0.9,15.010833740234375,21.03900909423828,14.935016632080078
mps-uncap,1.0,15.832185745239258,21.41571044921875,15.129804611206055
mps-uncap,0.5,14.757394790649414,21.318435668945312,14.713525772094727
mps-uncap,0.6,15.088796615600586,21.050214767456055,14.741182327270508
mps-uncap,0.7,14.91856575012207,20.937681198120117,14.624595642089844
mps-uncap,0.1,15.327692031860352,21.350860595703125,14.714956283569336
mps-uncap,0.2,15.096902847290039,21.109580993652344,14.751195907592773
mps-uncap,0.3,15.203237533569336,20.99919319152832,14.772891998291016
mps-uncap,0.4,14.90020751953125,21.113872528076172,14.700174331665039
