mode,load,0_efficientnet_b5-4,1_efficientnet_b7-4,2_resnet152-16
mps-uncap,0.8,164.85857963562015,327.87680625915556,177.70984172821005
mps-uncap,0.9,175.4232907295227,479.3553757667542,565.3862118721007
mps-uncap,1.0,5656.78276538849,645.2433061599734,5412.301714420319
mps-uncap,0.5,44.42903518676757,46.6768741607666,47.507801055908246
mps-uncap,0.6,72.34412193298337,122.94901847839327,96.53885364532499
mps-uncap,0.7,86.69215202331536,133.6878180503844,77.82173156738281
mps-uncap,0.1,27.337145805358897,32.12139129638666,30.224938392639128
mps-uncap,0.2,29.058325290679885,41.275000572204576,22.59184122085563
mps-uncap,0.3,31.20158672332763,43.7717962265015,26.24879837036133
mps-uncap,0.4,31.897325515747067,43.39714050292965,46.124873161315854
