mode,load,0_efficientnet_b5-4,1_efficientnet_b7-4,2_resnet152-16
mps-uncap,0.8,41.021108627319336,65.8799409866333,49.500465393066406
mps-uncap,0.9,46.14436626434326,111.09352111816406,135.41436195373535
mps-uncap,1.0,3740.355968475342,156.46207332611084,2506.5860748291016
mps-uncap,0.5,19.35434341430664,26.178836822509766,22.569656372070312
mps-uncap,0.6,22.060751914978027,27.053236961364746,25.28858184814453
mps-uncap,0.7,27.425527572631836,40.31383991241455,29.143095016479492
mps-uncap,0.1,27.001619338989258,24.402856826782227,23.999929428100586
mps-uncap,0.2,18.09060573577881,23.874521255493164,20.123004913330078
mps-uncap,0.3,17.896175384521484,23.880839347839355,19.12987232208252
mps-uncap,0.4,17.792940139770508,25.183439254760742,19.94609832763672
