mode,load,0_efficientnet_b5-4,1_efficientnet_b7-4,2_resnet152-16
mps-uncap,0.8,90.82832336425783,201.44627094268802,120.78094482421875
mps-uncap,0.9,110.98289489746092,328.934407234192,418.79897117614746
mps-uncap,1.0,4886.399316787721,469.73710060119635,5240.509414672852
mps-uncap,0.5,38.75436782836914,48.793792724609375,44.02751922607422
mps-uncap,0.6,49.93703365325927,62.740778923034675,55.39631843566897
mps-uncap,0.7,65.14449119567873,96.28355503082277,63.765525817871094
mps-uncap,0.1,31.408405303955092,38.75102996826172,31.752586364746094
mps-uncap,0.2,29.021620750427246,37.900686264038086,29.028654098510742
mps-uncap,0.3,31.018543243408203,38.38093280792237,30.40947914123535
mps-uncap,0.4,31.747746467590336,44.89922523498535,35.915231704711914
