mode,load,0_efficientnet_b5-4,1_efficientnet_b7-4,2_resnet152-16
mps-uncap,0.8,19.93870735168457,28.42700481414795,22.182703018188477
mps-uncap,0.9,18.088817596435547,29.917001724243164,24.48272705078125
mps-uncap,1.0,21.063566207885742,27.00340747833252,25.304794311523438
mps-uncap,0.5,16.540050506591797,23.198366165161133,19.383668899536133
mps-uncap,0.6,17.199158668518066,23.90742301940918,20.308971405029297
mps-uncap,0.7,17.05646514892578,25.052785873413086,20.657062530517578
mps-uncap,0.1,25.162220001220703,24.02329444885254,23.842573165893555
mps-uncap,0.2,17.355918884277344,23.136377334594727,18.903136253356934
mps-uncap,0.3,16.797780990600586,22.853732109069824,17.74299144744873
mps-uncap,0.4,16.345858573913574,23.31233024597168,18.319129943847656
