mode,load,0_efficientnet_b5-4,1_efficientnet_b7-4,2_resnet152-16
mps-uncap,0.8,26.891708374023438,42.20700263977051,35.445451736450195
mps-uncap,0.9,29.60801124572754,42.148590087890625,37.90712356567383
mps-uncap,1.0,35.620927810668945,40.46320915222168,39.420127868652344
mps-uncap,0.5,25.39229393005371,29.494285583496094,29.410600662231445
mps-uncap,0.6,25.747060775756836,28.615713119506836,28.235197067260742
mps-uncap,0.7,36.53073310852051,45.31264305114746,36.484718322753906
mps-uncap,0.1,36.57388687133789,42.000770568847656,35.02631187438965
mps-uncap,0.2,31.011581420898438,39.35527801513672,30.353546142578125
mps-uncap,0.3,29.028892517089844,37.25075721740723,26.29995346069336
mps-uncap,0.4,32.386064529418945,36.54813766479492,26.160717010498047
