mode,load,0_alexnet-8,1_inception_v3-4,2_mobilenet_v3_large-8
mps-uncap,0.8,0.7867813110351562,3.6150217056274414,2.0155906677246094
mps-uncap,0.9,2.025604248046875,17.878413200378418,5.229949951171875
mps-uncap,1.0,61.19346618652344,554.7945499420166,624.326229095459
mps-uncap,0.5,0.04029273986816406,0.04363059997558594,0.15056133270263672
mps-uncap,0.6,0.12326240539550781,0.05733966827392578,0.2633333206176758
mps-uncap,0.7,0.49686431884765625,1.420736312866211,1.2133121490478516
mps-uncap,0.1,0.04267692565917969,0.05626678466796875,0.05030632019042969
mps-uncap,0.2,0.04315376281738281,0.05245208740234375,0.048160552978515625
mps-uncap,0.3,0.04363059997558594,0.05078315734863281,0.04887580871582031
mps-uncap,0.4,0.04410743713378906,0.0457763671875,0.04649162292480469
