mode,load,0_alexnet-8,1_inception_v3-4,2_mobilenet_v3_large-8
mps-uncap,0.8,3.9028644561767587,16.662335395812992,9.106540679931642
mps-uncap,0.9,8.343124389648443,76.4933824539185,22.089362144470222
mps-uncap,1.0,131.74755573272705,999.4800567626953,1188.1138324737549
mps-uncap,0.5,1.4893770217895512,9.627437591552734,6.805229187011721
mps-uncap,0.6,2.022099494934082,9.908008575439453,5.987620353698731
mps-uncap,0.7,2.9011726379394527,11.671638488769556,7.310295104980469
mps-uncap,0.1,0.057220458984375,3.4706592559814453,3.059267997741699
mps-uncap,0.2,0.6776571273803711,9.133577346801758,5.999612808227539
mps-uncap,0.3,1.0607242584228516,9.214305877685547,7.112431526184082
mps-uncap,0.4,1.2750625610351562,9.597921371459961,7.294511795043945
