mode,load,0_alexnet-8,1_inception_v3-4,2_mobilenet_v3_large-8
mps-uncap,0.8,20.296335220336914,87.4032974243164,35.11476516723633
mps-uncap,0.9,32.30738639831543,197.04961776733398,65.5519962310791
mps-uncap,1.0,177.20699310302734,1225.409746170044,1330.524206161499
mps-uncap,0.5,10.38360595703125,36.5140438079834,33.28394889831543
mps-uncap,0.6,10.136842727661133,46.33736610412598,25.477170944213867
mps-uncap,0.7,17.2574520111084,46.135902404785156,37.58668899536133
mps-uncap,0.1,3.7581920623779297,29.123306274414062,21.90256118774414
mps-uncap,0.2,4.825115203857422,40.17066955566406,30.133485794067383
mps-uncap,0.3,6.403684616088867,41.454315185546875,29.44636344909668
mps-uncap,0.4,6.828546524047852,43.62154006958008,28.778553009033203
