mode,load,0_mobilenet_v3_small-16,1_resnet50-4,2_vgg19-32
mps-uncap,0.8,2.3381710052490234,2.8100013732910156,20.32303810119629
mps-uncap,0.9,2.330780029296875,2.797365188598633,20.310401916503906
mps-uncap,1.0,2.3305416107177734,2.816915512084961,20.328760147094727
mps-uncap,0.5,2.3915767669677734,2.7837753295898438,20.192623138427734
mps-uncap,0.6,2.3186206817626953,2.8145313262939453,20.194053649902344
mps-uncap,0.7,2.3469924926757812,2.7527809143066406,20.215749740600586
mps-uncap,0.1,2.4068355560302734,2.7463436126708984,20.161151885986328
mps-uncap,0.2,2.393007278442383,2.855062484741211,20.076513290405273
mps-uncap,0.3,2.3789405822753906,2.785205841064453,20.093679428100586
mps-uncap,0.4,2.346038818359375,2.753734588623047,20.146608352661133
