mode,load,0_mobilenet_v3_small-16,1_resnet50-4,2_vgg19-32
mps-uncap,0.8,15.751957893371582,20.14946937561035,39.96241092681885
mps-uncap,0.9,26.925325393676758,34.68918800354004,96.78149223327637
mps-uncap,1.0,39.66069221496582,82.64076709747314,155.7018756866455
mps-uncap,0.5,6.927728652954102,7.798194885253906,21.752238273620605
mps-uncap,0.6,9.758591651916504,11.947393417358398,24.70541000366211
mps-uncap,0.7,13.163566589355469,18.787860870361328,34.749746322631836
mps-uncap,0.1,6.189823150634766,6.652593612670898,20.33686637878418
mps-uncap,0.2,6.276965141296387,6.751775741577148,20.364999771118164
mps-uncap,0.3,6.27899169921875,6.659865379333496,20.720720291137695
mps-uncap,0.4,6.340265274047852,6.708025932312012,21.200060844421387
