mode,load,0_mobilenet_v3_small-16,1_resnet50-4,2_vgg19-32
mps-uncap,0.8,0.06127357482910156,0.057697296142578125,17.62545108795166
mps-uncap,0.9,11.5966796875,14.650464057922363,73.80318641662598
mps-uncap,1.0,24.69921112060547,60.31525135040283,132.50327110290527
mps-uncap,0.5,0.050067901611328125,0.05125999450683594,0.06008148193359375
mps-uncap,0.6,0.049114227294921875,0.0514984130859375,3.0066967010498047
mps-uncap,0.7,0.052928924560546875,0.051856040954589844,12.629270553588867
mps-uncap,0.1,0.05745887756347656,0.059723854064941406,0.06365776062011719
mps-uncap,0.2,0.05841255187988281,0.05626678466796875,0.05650520324707031
mps-uncap,0.3,0.05173683166503906,0.056624412536621094,0.051975250244140625
mps-uncap,0.4,0.05125999450683594,0.050902366638183594,0.057220458984375
