mode,load,0_densenet201-8,1_resnet18-4,2_squeezenet1_0-32
mps-uncap,0.8,12.000083923339844,1.1260509490966797,5.545616149902344
mps-uncap,0.9,12.104034423828125,1.1167526245117188,5.560874938964844
mps-uncap,1.0,12.00103759765625,1.134634017944336,5.5713653564453125
mps-uncap,0.5,11.862516403198242,1.1255741119384766,5.561113357543945
mps-uncap,0.6,11.877775192260742,1.1148452758789062,5.540609359741211
mps-uncap,0.7,12.107610702514648,1.1103153228759766,5.539417266845703
mps-uncap,0.1,13.57126235961914,1.1286735534667969,5.564451217651367
mps-uncap,0.2,12.558698654174805,1.1277198791503906,5.56492805480957
mps-uncap,0.3,12.039422988891602,1.1162757873535156,5.54656982421875
mps-uncap,0.4,12.092113494873047,1.1179447174072266,5.546808242797852
