mode,load,0_densenet201-8,1_resnet18-4,2_squeezenet1_0-32
mps-uncap,0.8,80.01327514648438,14.711999893188473,30.746221542358395
mps-uncap,0.9,123.89793395996098,26.517677307128913,43.4309720993042
mps-uncap,1.0,718.0280685424805,131.85391426086426,830.3533315658569
mps-uncap,0.5,35.97228527069092,7.467246055603027,13.60759735107422
mps-uncap,0.6,41.31627082824707,8.70060920715332,15.470743179321293
mps-uncap,0.7,57.14607238769531,10.17024517059326,19.153857231140137
mps-uncap,0.1,30.585598945617676,3.7467479705810547,6.41024112701416
mps-uncap,0.2,31.39064311981201,4.951000213623047,7.875204086303711
mps-uncap,0.3,30.840635299682617,5.535268783569337,10.184574127197267
mps-uncap,0.4,32.40470886230468,6.248164176940918,11.187934875488283
