mode,load,0_vgg19-16,1_vgg19-16,2_vgg19-16,3_vgg19-16
mig,0.1,39.79086875915526,37.62321472167969,38.4584903717041,74.43747520446777
mig,0.2,45.86009979248047,57.47175216674805,56.58068656921386,112.4886512756348
mig,0.3,69.09222602844241,66.35901927947998,69.31381225585936,127.47092247009276
mig,0.4,79.34927940368651,74.181866645813,73.85051250457764,147.39367961883545
mig,0.5,90.16063213348394,86.02852821350099,96.14768028259279,156.1708450317384
mig,0.6,103.24683189392091,105.7150840759277,122.12243080139162,207.08823204040527
mig,0.7,188.19139003753662,115.83459377288818,141.20948314666748,259.94982719421387
mig,0.8,217.01469421386724,189.16988372802746,180.77659606933594,415.00358581542963
mig,0.9,353.0447483062744,307.58683681488037,287.74166107177734,1313.380765914917
mig,1.0,1150.5383014678953,924.0656852722167,605.8030128479005,3208.809232711792
