mode,load,0_vgg19-16,1_vgg19-16,2_vgg19-16,3_vgg19-16
mig,0.1,67.77182102203366,72.30340003967285,67.41411685943604,127.7708101272583
mig,0.2,70.3403091430664,98.59016180038448,78.91187191009513,160.50920009613054
mig,0.3,145.0087022781372,92.07544088363649,97.54144191741945,170.69505929946894
mig,0.4,146.40456438064604,114.3276906013486,109.10880565643305,204.87592220306396
mig,0.5,139.31394100189206,130.02809047698977,160.2640342712405,240.62069892883238
mig,0.6,157.47093200683594,185.6888961791991,209.56082344055133,354.45375442504906
mig,0.7,331.87251091003407,205.73759078979492,266.5110111236576,375.4040098190307
mig,0.8,535.3022480010983,291.21033668518015,292.22886085510254,614.0403079986555
mig,0.9,491.82243347168,485.749058723453,438.3835792541504,1875.7749533653257
mig,1.0,1375.8250761032104,1272.733337879181,759.6269702911379,3470.2575826644897
