mode,load,0_inception_v3-8,1_inception_v3-8,2_inception_v3-8,3_inception_v3-8
mig,0.1,11.88789367675781,11.137962341308592,11.671552658081042,16.865980625152588
mig,0.2,16.86658859252931,17.52430915832521,18.76472949981689,23.257479667663574
mig,0.3,19.503772258758545,20.562269687652606,19.5134353637695,31.154870986938477
mig,0.4,23.37509155273434,25.41228294372558,25.05940437316893,42.24934339523315
mig,0.5,28.42015027999877,27.123141288757317,31.64060592651366,58.74687910079956
mig,0.6,36.50272369384763,38.888316154479945,45.140528678894036,72.63408660888673
mig,0.7,53.82114887237553,55.53195953369128,69.38429832458498,118.27254295349121
mig,0.8,78.80273818969734,89.11391019821171,72.71329879760748,170.5115699768066
mig,0.9,172.6526737213134,129.86858367919922,216.92245244979824,219.4630336761474
mig,1.0,1220.314621925354,656.6419601440432,799.1052913665773,1056.8893146514893
