mode,load,0_inception_v3-8,1_inception_v3-8,2_inception_v3-8,3_inception_v3-8
mig,0.1,13.77434253692627,13.509902954101562,13.511877059936522,17.18733310699463
mig,0.2,13.98519277572632,15.21341323852539,13.594756126403809,17.1744966506958
mig,0.3,13.619005680084229,13.33439350128174,13.584303855895996,17.14634895324707
mig,0.4,11.937084197998045,11.793146133422852,12.335247993469235,17.129931449890137
mig,0.5,11.337647438049315,11.160130500793453,11.388492584228512,17.136130332946777
mig,0.6,9.50678825378418,9.564886093139648,9.56627368927002,17.13125228881836
mig,0.7,9.488389492034912,9.579248428344727,9.562053680419922,17.11595058441162
mig,0.8,9.500236511230469,9.589433670043945,9.573354721069336,17.13613510131836
mig,0.9,9.508776664733887,9.571948051452637,9.58075761795044,17.138257026672363
mig,1.0,9.50324535369873,9.580421447753906,9.564557075500488,17.1506404876709
