mode,load,0_inception_v3-8,1_inception_v3-8,2_inception_v3-8,3_inception_v3-8
mig,0.1,22.220134735107422,18.243789672851562,18.039226531982422,33.32853317260742
mig,0.2,23.26822280883789,25.013208389282227,30.022621154785156,29.91771697998047
mig,0.3,28.32937240600586,39.16573524475098,35.17746925354004,48.433542251586914
mig,0.4,43.26438903808594,42.51432418823242,47.300100326538086,59.004783630371094
mig,0.5,44.284820556640625,43.78628730773926,57.82604217529297,111.95945739746094
mig,0.6,58.82740020751953,62.496185302734375,75.93250274658203,130.5224895477295
mig,0.7,87.61000633239746,79.47731018066406,127.62045860290527,179.5337200164795
mig,0.8,124.07445907592773,125.78892707824707,112.43963241577148,265.3493881225586
mig,0.9,206.13837242126465,166.22591018676758,294.234037399292,297.29390144348145
mig,1.0,1286.423921585083,736.4685535430908,861.0048294067383,1145.83420753479
