mode,load,0_inception_v3-8,1_inception_v3-8,2_inception_v3-8,3_inception_v3-8
mig,0.1,3.909635543823258,1.3607978820800917,2.738237380981454,3.1403303146362305
mig,0.2,8.092045783996582,8.240699768066412,7.834482192993163,8.95099639892579
mig,0.3,9.227991104125977,9.731698036193855,8.887577056884767,14.589548110961914
mig,0.4,10.141682624816895,10.65211296081543,10.418891906738278,16.694211959838867
mig,0.5,13.630414009094244,14.404535293579103,14.082908630371096,28.602147102355964
mig,0.6,18.03593635559082,19.896841049194336,18.22803020477296,33.03937911987305
mig,0.7,27.89409160614014,28.860259056091316,28.36213111877442,51.67734622955322
mig,0.8,43.78104209899903,47.955322265624964,37.872934341430664,88.20099830627441
mig,0.9,102.65612602233887,72.41806983947755,120.36924362182617,115.39373397827146
mig,1.0,1056.8788051605225,572.3285675048828,588.4116649627686,862.5889062881471
