mode,load,0_inception_v3-8,1_inception_v3-8,2_inception_v3-8,3_inception_v3-8
mig,0.1,14.600276947021484,14.35708999633789,14.08839225769043,17.197370529174805
mig,0.2,15.907526016235352,18.192529678344727,13.824224472045898,17.221689224243164
mig,0.3,15.933513641357422,14.853954315185547,13.962268829345703,17.204999923706055
mig,0.4,13.29183578491211,13.217687606811523,13.798236846923828,17.18306541442871
mig,0.5,12.289285659790039,12.15982437133789,12.563467025756836,17.200946807861328
mig,0.6,11.452198028564453,9.966135025024414,10.013580322265625,17.197370529174805
mig,0.7,9.855985641479492,10.116815567016602,9.929418563842773,17.26055145263672
mig,0.8,9.873390197753906,9.963750839233398,9.952545166015625,17.223358154296875
mig,0.9,10.39576530456543,10.355234146118164,9.941816329956055,17.212867736816406
mig,1.0,9.89079475402832,9.981155395507812,9.948015213012695,17.241477966308594
