mode,load,0_inception_v3-8,1_inception_v3-8,2_inception_v3-8,3_inception_v3-8
mig,0.1,9.314537048339844,9.389162063598633,9.378671646118164,16.93248748779297
mig,0.2,9.314298629760742,9.38868522644043,9.392499923706055,16.928434371948242
mig,0.3,9.311676025390625,9.382009506225586,9.370565414428711,16.923904418945312
mig,0.4,9.301424026489258,9.384870529174805,9.369373321533203,16.916275024414062
mig,0.5,9.29880142211914,9.380340576171875,9.378194808959961,16.932249069213867
mig,0.6,9.295463562011719,9.370565414428711,9.364843368530273,16.913414001464844
mig,0.7,9.309530258178711,9.396553039550781,9.38272476196289,16.91293716430664
mig,0.8,9.307861328125,9.393692016601562,9.379148483276367,16.922712326049805
mig,0.9,9.331464767456055,9.394407272338867,9.397029876708984,16.951799392700195
mig,1.0,9.340047836303711,9.413957595825195,9.398460388183594,16.97230339050293
