mode,load,0_efficientnet_b5-8,1_efficientnet_b5-8,2_mobilenet_v2-32,3_resnet50-32
mps-uncap,1.0,0.0059604644775390625,0.006198883056640625,0.000476837158203125,0.000476837158203125
