mode,load,0_efficientnet_b7-4,1_mobilenet_v2-32,2_mobilenet_v3_small-32,3_vgg19-32
mps-uncap,1.0,29.628233492446213,1035.6369810318613,1037.2079318869878,1037.2258271832861
