mode,load,0_resnet101-8,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,20.147085189819336,11.318445205688477,4.971504211425781
mps-uncap,0.9,38.382887840270996,17.67289638519287,7.227420806884766
mps-uncap,1.0,2022.7221250534058,256.61659240722656,61.92755699157715
mps-uncap,0.5,13.620376586914062,6.792783737182617,3.072023391723633
mps-uncap,0.6,13.556480407714844,7.398843765258789,3.602147102355957
mps-uncap,0.7,16.086816787719727,8.145689964294434,4.2133331298828125
mps-uncap,0.1,12.402892112731934,5.7114362716674805,2.8018951416015625
mps-uncap,0.2,12.42530345916748,5.710363388061523,2.760648727416992
mps-uncap,0.3,13.065695762634277,6.099939346313477,2.827167510986328
mps-uncap,0.4,13.085007667541504,6.27744197845459,2.8543472290039062
