mode,load,0_resnet101-8,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,23.800489902496334,8.218154907226562,7.14714527130127
mps-uncap,0.9,24.172668457031243,8.327882289886475,7.301568984985352
mps-uncap,1.0,25.194685459136963,8.413362503051758,7.279157638549805
mps-uncap,0.5,20.68018913269043,8.08321475982666,6.410956382751465
mps-uncap,0.6,22.03083992004395,8.159608840942383,6.459014415740969
mps-uncap,0.7,22.636914253234856,8.072607517242432,6.920309066772461
mps-uncap,0.1,15.26388168334961,7.316541671752929,5.086894035339355
mps-uncap,0.2,16.96736097335815,7.5554370880127,5.538959503173828
mps-uncap,0.3,18.559906482696537,7.788233757019044,5.726456642150879
mps-uncap,0.4,20.13489007949829,7.915613651275634,5.919742584228517
