mode,load,0_resnet101-8,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,14.808416366577148,6.768226623535156,3.2486915588378906
mps-uncap,0.9,19.313812255859375,7.269382476806641,3.89862060546875
mps-uncap,1.0,23.00703525543213,7.474184036254883,5.302309989929199
mps-uncap,0.5,12.191295623779297,6.126880645751953,2.6586055755615234
mps-uncap,0.6,11.526226997375488,6.233453750610352,2.5693178176879883
mps-uncap,0.7,12.024879455566406,6.344914436340332,2.588987350463867
mps-uncap,0.1,12.154102325439453,5.648255348205566,2.733469009399414
mps-uncap,0.2,12.1382474899292,5.636692047119141,2.6574134826660156
mps-uncap,0.3,12.508273124694824,5.672931671142578,2.6541948318481445
mps-uncap,0.4,12.135863304138184,5.9310197830200195,2.6161670684814453
