mode,load,0_resnet101-8,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,180.36270141601562,78.68099212646484,63.291311264038086
mps-uncap,0.9,339.28418159484863,140.76781272888184,58.39872360229492
mps-uncap,1.0,4944.902181625366,583.1615924835205,289.3986701965332
mps-uncap,0.5,41.2600040435791,32.72604942321777,14.562606811523438
mps-uncap,0.6,52.907466888427734,45.97640037536621,24.898290634155273
mps-uncap,0.7,79.92053031921387,46.30684852600098,34.850358963012695
mps-uncap,0.1,14.989852905273438,6.839990615844727,4.271030426025391
mps-uncap,0.2,21.808862686157227,12.112617492675781,7.158756256103516
mps-uncap,0.3,31.868696212768555,16.859769821166992,8.697748184204102
mps-uncap,0.4,29.83713150024414,21.440505981445312,11.359214782714844
