mode,load,0_resnet101-8,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,36.12604141235352,24.86677169799806,8.877992630004883
mps-uncap,0.9,111.23366355895999,48.40033054351811,17.291784286499023
mps-uncap,1.0,4577.9030084609985,394.33908462524414,170.41234970092776
mps-uncap,0.5,10.919189453125009,6.595230102539071,2.9020309448242188
mps-uncap,0.6,12.833547592163088,9.642171859741211,3.7812709808349605
mps-uncap,0.7,20.08295059204103,13.569974899291994,5.755710601806643
mps-uncap,0.1,0.07185935974121099,0.06651878356933594,0.06604194641113281
mps-uncap,0.2,1.08952522277831,2.386331558227539,0.15068054199218722
mps-uncap,0.3,6.483435630798344,3.759193420410157,1.3848543167114258
mps-uncap,0.4,9.065508842468263,5.305933952331543,2.0346641540527344
