mode,load,0_resnet101-8,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,6.366252899169922,5.5694580078125,1.1854171752929688
mps-uncap,0.9,6.297826766967773,5.575656890869141,1.1703968048095703
mps-uncap,1.0,6.327152252197266,5.5999755859375,1.1818408966064453
mps-uncap,0.5,6.259918212890625,5.577564239501953,1.1792182922363281
mps-uncap,0.6,6.316900253295898,5.578756332397461,1.1785030364990234
mps-uncap,0.7,6.253957748413086,5.567312240600586,1.16729736328125
mps-uncap,0.1,6.306171417236328,5.582332611083984,1.1875629425048828
mps-uncap,0.2,6.283760070800781,5.567312240600586,1.1706352233886719
mps-uncap,0.3,6.301641464233398,5.579710006713867,1.1811256408691406
mps-uncap,0.4,6.315946578979492,5.559206008911133,1.1703968048095703
