mode,load,0_resnet101-8,1_squeezenet1_0-32,2_squeezenet1_0-4
mps-uncap,0.8,6.29115104675293,5.545377731323242,1.1687278747558594
mps-uncap,0.9,6.237030029296875,5.556344985961914,1.1587142944335938
mps-uncap,1.0,6.24394416809082,5.560636520385742,1.1720657348632812
mps-uncap,0.5,6.232023239135742,5.55729866027832,1.1639595031738281
mps-uncap,0.6,6.288051605224609,5.561590194702148,1.1675357818603516
mps-uncap,0.7,6.227731704711914,5.54347038269043,1.1589527130126953
mps-uncap,0.1,6.2923431396484375,5.563974380493164,1.1699199676513672
mps-uncap,0.2,6.262540817260742,5.550861358642578,1.155853271484375
mps-uncap,0.3,6.282329559326172,5.563020706176758,1.1680126190185547
mps-uncap,0.4,6.286144256591797,5.54656982421875,1.1556148529052734
