mode,load,0_efficientnet_b5-4,1_efficientnet_b5-4
mig,0.1,15.19775390625,15.106916427612305
mig,0.2,15.161752700805664,15.092849731445312
mig,0.3,15.193462371826172,15.028715133666992
mig,0.4,15.103816986083984,15.198945999145508
mig,0.5,15.14577865600586,15.372037887573242
mig,0.6,15.392780303955078,15.086174011230469
mig,0.7,15.208005905151367,15.39468765258789
mig,0.8,15.522241592407227,15.606164932250977
mig,0.9,15.451431274414062,15.621423721313477
mig,1.0,15.594005584716797,15.35940170288086
