mode,load,0_efficientnet_b5-4,1_efficientnet_b5-4
mig,0.1,15.062332153320312,15.093326568603516
mig,0.2,15.125036239624023,15.00248908996582
mig,0.3,15.121698379516602,14.966011047363281
mig,0.4,14.932394027709961,15.126705169677734
mig,0.5,15.050411224365234,15.320539474487305
mig,0.6,15.240907669067383,15.005350112915039
mig,0.7,14.898538589477539,15.015125274658203
mig,0.8,15.099048614501953,15.210390090942383
mig,0.9,15.022039413452148,15.247344970703125
mig,1.0,15.190601348876953,14.98556137084961
