mode,load,0_efficientnet_b5-4,1_efficientnet_b5-4
mig,0.1,18.08178424835205,18.055438995361328
mig,0.2,17.242074012756348,17.152786254882812
mig,0.3,18.78976821899414,17.275094985961914
mig,0.4,25.219321250915527,22.132396697998047
mig,0.5,44.344186782836914,34.6369743347168
mig,0.6,218.33264827728271,159.5163345336914
mig,0.7,4549.350261688232,2471.8862771987915
mig,0.8,8384.313821792603,5558.159112930298
mig,0.9,10257.637977600098,8124.664902687073
mig,1.0,12040.090799331665,10327.916622161865
