mode,load,0_efficientnet_b5-4,1_efficientnet_b5-4
mig,0.1,17.46976375579834,17.10331439971924
mig,0.2,15.870332717895508,15.720129013061523
mig,0.3,15.424966812133789,15.338540077209473
mig,0.4,15.208721160888672,15.370607376098633
mig,0.5,15.26331901550293,15.507936477661133
mig,0.6,15.459537506103516,15.186071395874023
mig,0.7,15.095949172973633,15.226364135742188
mig,0.8,15.304803848266602,15.418767929077148
mig,0.9,15.240669250488281,15.498876571655273
mig,1.0,15.403509140014648,15.220880508422852
