mode,load,0_efficientnet_b5-4,1_efficientnet_b5-4
mig,0.1,27.81153917312622,27.620012760162354
mig,0.2,22.526984214782708,25.786118507385257
mig,0.3,18.437004089355472,18.51904630661011
mig,0.4,17.782907485961914,18.024978637695312
mig,0.5,16.54877662658691,16.845817565917972
mig,0.6,16.21502161026001,16.03555679321289
mig,0.7,15.698242187500007,15.974106788635249
mig,0.8,15.947027206420893,16.16148948669434
mig,0.9,16.023313999176025,16.362178325653076
mig,1.0,16.090402603149418,15.836734771728512
