mode,load,0_resnet101-32,1_resnet101-32
mig,0.1,0.042319297790527344,0.04172325134277344
mig,0.2,0.039696693420410156,0.03647804260253906
mig,0.3,0.030040740966796875,0.03147125244140625
mig,0.4,0.030279159545898438,4.339933395385742
mig,0.5,1.2878179550170898,19.919514656066895
mig,0.6,22.565007209777832,37.48440742492676
mig,0.7,35.456180572509766,98.42705726623535
mig,0.8,77.52251625061035,831.7322731018066
mig,0.9,327.5054693222046,3249.5975494384766
mig,1.0,2669.0409183502197,5225.899219512939
