mode,load,0_resnet101-32,1_resnet101-32
mig,0.1,50.04534721374512,54.78363037109375
mig,0.2,61.5307092666626,68.2006359100342
mig,0.3,66.69306755065918,82.22858905792238
mig,0.4,80.47981262207034,109.6984386444092
mig,0.5,91.08948707580566,131.46677017211914
mig,0.6,131.56735897064218,182.7683448791504
mig,0.7,208.14166069030765,309.76994037628174
mig,0.8,322.5642204284668,1706.0910224914549
mig,0.9,892.9487705230713,7336.634922027588
mig,1.0,4997.047543525696,10278.824281692507
