mode,load,0_densenet161-32,1_efficientnet_b5-2,2_efficientnet_b7-32,3_mobilenet_v2-32
mps-uncap,1.0,0.000476837158203125,0.0045299530029296875,0.008344650268554688,0.000476837158203125
