mode,load,0_densenet201-4,1_efficientnet_b5-2,2_vgg16-8
mps-uncap,0.8,90.22712707519531,32.8446626663208,49.29089546203613
mps-uncap,0.9,72.39508628845215,157.90987014770508,1845.8374738693237
mps-uncap,1.0,159.35790538787842,2755.8677196502686,5201.861381530762
mps-uncap,0.5,25.826334953308105,21.213054656982422,7.53331184387207
mps-uncap,0.6,28.903484344482422,24.797439575195312,10.397911071777344
mps-uncap,0.7,32.82308578491211,29.753446578979492,13.78321647644043
mps-uncap,0.1,33.91909599304199,26.95918083190918,6.349802017211914
mps-uncap,0.2,23.261666297912598,21.96192741394043,6.277918815612793
mps-uncap,0.3,23.545503616333008,18.702268600463867,6.497621536254883
mps-uncap,0.4,24.22046661376953,19.03855800628662,6.850242614746094
