mode,load,0_densenet201-4,1_efficientnet_b5-2,2_vgg16-8
mps-uncap,0.8,40.537118911743164,22.60410785675049,7.429361343383789
mps-uncap,0.9,33.34546089172363,29.44803237915039,7.534503936767578
mps-uncap,1.0,34.18421745300293,30.02619743347168,7.564783096313477
mps-uncap,0.5,22.942662239074707,18.127918243408203,6.570100784301758
mps-uncap,0.6,24.35135841369629,19.176483154296875,6.816387176513672
mps-uncap,0.7,26.816129684448242,23.134231567382812,7.026910781860352
mps-uncap,0.1,25.795698165893555,26.749014854431152,6.228923797607422
mps-uncap,0.2,22.67146110534668,19.356489181518555,6.163954734802246
mps-uncap,0.3,22.800445556640625,17.45021343231201,6.201982498168945
mps-uncap,0.4,23.28932285308838,17.41325855255127,6.329774856567383
