mode,load,0_densenet201-4,1_efficientnet_b5-2,2_vgg16-8
mps-uncap,0.8,20.873308181762695,15.059709548950195,6.206035614013672
mps-uncap,0.9,24.304866790771484,18.02539825439453,6.579399108886719
mps-uncap,1.0,23.395776748657227,19.059181213378906,6.165504455566406
mps-uncap,0.5,20.518779754638672,15.15340805053711,6.152629852294922
mps-uncap,0.6,20.39623260498047,14.871597290039062,6.023883819580078
mps-uncap,0.7,20.584821701049805,15.096187591552734,6.175756454467773
mps-uncap,0.1,20.63751220703125,15.508413314819336,6.122827529907227
mps-uncap,0.2,20.557403564453125,15.087127685546875,6.117582321166992
mps-uncap,0.3,20.507335662841797,14.756917953491211,6.141185760498047
mps-uncap,0.4,21.083831787109375,14.846563339233398,6.124019622802734
