mode,load,0_squeezenet1_1-4,1_squeezenet1_1-4,2_squeezenet1_1-4,3_squeezenet1_1-4
mig,0.1,2.0241737365722656,2.054452896118164,2.048492431640625,3.2639503479003906
mig,0.2,2.012968063354492,2.0246505737304688,2.030611038208008,3.2629966735839844
mig,0.3,1.7273426055908203,1.7826557159423828,1.8014907836914062,2.967357635498047
mig,0.4,1.7573833465576172,1.768350601196289,1.768350601196289,2.997875213623047
mig,0.5,1.7352104187011719,1.7657279968261719,1.7361640930175781,2.9549598693847656
mig,0.6,1.7518997192382812,1.7695426940917969,1.7669200897216797,2.9888153076171875
mig,0.7,1.7523765563964844,1.7652511596679688,1.7669200897216797,2.9878616333007812
mig,0.8,1.7197132110595703,1.7342567443847656,1.7287731170654297,2.9578208923339844
mig,0.9,1.7516613006591797,1.7652511596679688,1.7671585083007812,2.9892921447753906
mig,1.0,1.7209053039550781,1.744985580444336,1.7323493957519531,2.954244613647461
