mode,load,0_squeezenet1_1-4,1_squeezenet1_1-4,2_squeezenet1_1-4,3_squeezenet1_1-4
mig,0.1,4.141330718994141,4.204654693603516,4.138946533203125,4.241466522216797
mig,0.2,4.0909528732299805,3.9899349212646484,4.0340423583984375,4.073619842529297
mig,0.3,3.4909725189208984,3.5524368286132812,3.5341739654541016,3.833341598510742
mig,0.4,2.603793144226074,2.5805234909057617,2.5987625122070312,3.8202762603759766
mig,0.5,2.6285648345947266,2.634763717651367,2.634859085083008,3.8368701934814453
mig,0.6,2.6214599609375,2.6481151580810547,2.635478973388672,3.850221633911133
mig,0.7,2.5275230407714844,2.532052993774415,2.5284290313720703,3.800630569458008
mig,0.8,2.1648406982421875,2.2086858749389653,2.1944046020507812,3.438591957092285
mig,0.9,1.9173622131347656,1.917123794555664,1.9299983978271484,3.1194686889648438
mig,1.0,1.8839836120605469,1.9044876098632812,1.889944076538086,3.1061172485351562
