mode,load,0_squeezenet1_1-4,1_squeezenet1_1-4,2_squeezenet1_1-4,3_squeezenet1_1-4
mig,0.1,16.79849624633789,12.524127960205078,13.20505142211914,8.802413940429688
mig,0.2,17.060518264770508,18.771648406982422,22.028684616088867,12.722969055175781
mig,0.3,15.070438385009766,15.05732536315918,15.782833099365234,16.902446746826172
mig,0.4,16.427278518676758,21.51012420654297,17.8377628326416,26.13377571105957
mig,0.5,22.934675216674805,23.485660552978516,34.91926193237305,29.172897338867188
mig,0.6,39.228200912475586,49.710750579833984,39.95037078857422,37.331342697143555
mig,0.7,94.21706199645996,94.77424621582031,93.43886375427246,48.89202117919922
mig,0.8,188.31467628479004,132.44986534118652,113.34824562072754,103.29461097717285
mig,0.9,297.3310947418213,271.8973159790039,305.4022789001465,211.11822128295898
mig,1.0,2065.2718544006348,2737.1160984039307,2460.740327835083,2258.136749267578
