mode,load,0_squeezenet1_1-4,1_squeezenet1_1-4,2_squeezenet1_1-4,3_squeezenet1_1-4
mig,0.1,7.151365280151367,6.915807723999023,6.93058967590332,14.266252517700195
mig,0.2,11.079549789428711,10.854244232177734,14.88947868347168,15.982389450073242
mig,0.3,9.512186050415039,7.972240447998047,12.58087158203125,6.835222244262695
mig,0.4,16.96300506591797,11.620759963989258,15.452861785888672,11.272668838500977
mig,0.5,13.702630996704102,16.04294776916504,16.826868057250977,17.945289611816406
mig,0.6,15.146255493164062,12.496471405029297,9.673357009887695,18.13530921936035
mig,0.7,16.712188720703125,16.37887954711914,16.225814819335938,16.953468322753906
mig,0.8,7.133960723876953,11.081933975219727,9.861946105957031,8.225679397583008
mig,0.9,14.739513397216797,13.699531555175781,8.266925811767578,14.915227890014648
mig,1.0,10.28585433959961,9.93204116821289,10.233640670776367,10.10584831237793
